"ruleId","ruleType","fieldId","ruleLabel","noticeSubtype","conditionEfx","conditionLabel","expressionEfx","expressionLabel","codelistId","patternId","context","target","severity","cvsStage"
"BR-BT-00001-0001","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type 'X01 – European Economic Interest Grouping'","X01","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0002","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type 'X02 – European Company / European Cooperative Society'","X02","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0004","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '1 – Notice of the publication of a prior information notice on a buyer profile – general directive'","1","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0005","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '2 – Notice of the publication of a periodic indicative notice on a buyer profile – sectoral directive'","2","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0006","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '3 – Notice of the publication of a prior information notice on a buyer profile – defence directive'","3","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0007","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '4 – Prior information notice used only for information – general directive'","4","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0008","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '5 – Periodic indicative notice used only for information – sectoral directive'","5","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0009","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '6 – Prior information notice used only for information – defence directive'","6","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0011","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type 'T01 – Prior information notice for public service contract'","T01","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0012","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '7 – Prior information notice used to shorten time limits for receipt of tenders – general directive'","7","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0013","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '8 – Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive'","8","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0014","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '9 – Prior information notice used to shorten time limits for receipt of tenders – defence directive'","9","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0015","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '10 – Prior information notice used as a call for competition – general directive, standard regime'","10","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0016","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '11 – Periodic indicative notice used as a call for competition – sectoral directive, standard regime'","11","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0017","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type 'CEI – Call for expressions of interest'","CEI","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0018","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '12 – Prior information notice used as a call for competition – general directive, light regime'","12","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0019","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '13 – Periodic indicative notice used as a call for competition – sectoral directive, light regime'","13","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0020","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '14 – Prior information notice used as a call for competition – concessions directive, light regime'","14","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0021","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '15 – Notice on the existence of a qualification system – sectoral directive'","15","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0022","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '16 – Contract notice – general directive, standard regime'","16","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0023","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '17 – Contract notice – sectoral directive, standard regime'","17","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0024","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '18 – Contract notice – defence directive, standard regime'","18","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0025","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '19 – Concession notice – concessions directive, standard regime'","19","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0027","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '20 – Contract notice – general directive, light regime'","20","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0028","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '21 – Contract notice – sectoral directive, light regime'","21","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0029","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '22 – Subcontract notice – defence directive'","22","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0030","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '23 – Design contest notice – general directive, design'","23","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0031","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '24 – Design contest notice – sectoral directive, design'","24","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0032","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '25 – Voluntary ex-ante transparency notice – general directive'","25","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0033","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '26 – Voluntary ex-ante transparency notice – sectoral directive'","26","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0034","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '27 – Voluntary ex-ante transparency notice – defence directive'","27","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0035","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '28 – Voluntary ex-ante transparency notice – concession directive'","28","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0036","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '29 – Contract award notice – general directive, standard regime'","29","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0037","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '30 – Contract award notice – sectoral directive, standard regime'","30","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0038","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '31 – Contract award notice – defence directive, standard regime'","31","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0039","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '32 – Concession award notice – concession directive, standard regime'","32","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0041","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type 'T02 – Information notice for award of public service contract'","T02","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0042","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '33 – Contract award notice – general directive, light regime'","33","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0043","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '34 – Contract award notice – sectoral directive, light regime'","34","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0044","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '35 – Concession award notice – concessions directive, light regime'","35","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0045","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '36 – Design contest result notice – general directive, design'","36","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0046","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '37 – Design contest result notice – sectoral directive, design'","37","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0047","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '38 – Contract modification notice – general directive'","38","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0048","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '39 – Contract modification notice – sectoral directive'","39","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0049","mandatory","BT-01-notice","'Legal basis of the procedure' (BT-01-notice) is mandatory in notice type '40 – Contract modification notice – concessions directive'","40","NULL","NULL","NULL","NULL","NULL","NULL","ND-Root","all","ERROR","2"
"BR-BT-00001-0052","forbidden","BT-01(c)-Procedure","'Legal basis of the procedure (ELI - CELEX)' (BT-01(c)-Procedure) is not allowed in notice type 'X01 – European Economic Interest Grouping'","X01","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-ProcedureTerms","all","ERROR","2"
"BR-BT-00001-0053","forbidden","BT-01(c)-Procedure","'Legal basis of the procedure (ELI - CELEX)' (BT-01(c)-Procedure) is not allowed in notice type 'X02 – European Company / European Cooperative Society'","X02","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-ProcedureTerms","all","ERROR","2"
"BR-BT-00001-0054","forbidden","BT-01(e)-Procedure","'Legal basis' (BT-01(e)-Procedure) is not allowed in notice type 'X01 – European Economic Interest Grouping'","X01","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-ProcedureTerms","all","ERROR","2"
"BR-BT-00001-0055","forbidden","BT-01(e)-Procedure","'Legal basis' (BT-01(e)-Procedure) is not allowed in notice type 'X02 – European Company / European Cooperative Society'","X02","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-ProcedureTerms","all","ERROR","2"
"BR-BT-00001-0103","forbidden","BT-01(d)-Procedure","'Legal basis of the procedure (description)' (BT-01(d)-Procedure) is not allowed in notice type 'X01 – European Economic Interest Grouping'","X01","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisWithID","all","ERROR","2"
"BR-BT-00001-0104","forbidden","BT-01(d)-Procedure","'Legal basis of the procedure (description)' (BT-01(d)-Procedure) is not allowed in notice type 'X02 – European Company / European Cooperative Society'","X02","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisWithID","all","ERROR","2"
"BR-BT-00001-0105","forbidden","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is not allowed in notice type 'X01 – European Economic Interest Grouping'","X01","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","2"
"BR-BT-00001-0106","forbidden","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is not allowed in notice type 'X02 – European Company / European Cooperative Society'","X02","ALWAYS","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","2"
"BR-BT-00001-0108","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '1 – Notice of the publication of a prior information notice on a buyer profile – general directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","1","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0109","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '2 – Notice of the publication of a periodic indicative notice on a buyer profile – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","2","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0110","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '3 – Notice of the publication of a prior information notice on a buyer profile – defence directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","3","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0111","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '4 – Prior information notice used only for information – general directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","4","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0112","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '5 – Periodic indicative notice used only for information – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","5","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0113","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '6 – Prior information notice used only for information – defence directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","6","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0115","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type 'T01 – Prior information notice for public service contract' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","T01","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0116","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '7 – Prior information notice used to shorten time limits for receipt of tenders – general directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","7","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0117","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '8 – Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","8","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0118","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '9 – Prior information notice used to shorten time limits for receipt of tenders – defence directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","9","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0119","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '10 – Prior information notice used as a call for competition – general directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","10","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0120","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '11 – Periodic indicative notice used as a call for competition – sectoral directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","11","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0121","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type 'CEI – Call for expressions of interest' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","CEI","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0122","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '12 – Prior information notice used as a call for competition – general directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","12","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0123","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '13 – Periodic indicative notice used as a call for competition – sectoral directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","13","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0124","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '14 – Prior information notice used as a call for competition – concessions directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","14","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0125","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '15 – Notice on the existence of a qualification system – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","15","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0126","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '16 – Contract notice – general directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","16","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0127","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '17 – Contract notice – sectoral directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","17","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0128","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '18 – Contract notice – defence directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","18","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0129","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '19 – Concession notice – concessions directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","19","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0131","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '20 – Contract notice – general directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","20","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0132","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '21 – Contract notice – sectoral directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","21","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0133","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '22 – Subcontract notice – defence directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","22","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0134","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '23 – Design contest notice – general directive, design' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","23","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0135","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '24 – Design contest notice – sectoral directive, design' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","24","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0136","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '25 – Voluntary ex-ante transparency notice – general directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","25","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0137","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '26 – Voluntary ex-ante transparency notice – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","26","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0138","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '27 – Voluntary ex-ante transparency notice – defence directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","27","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0139","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '28 – Voluntary ex-ante transparency notice – concession directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","28","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0140","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '29 – Contract award notice – general directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","29","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0141","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '30 – Contract award notice – sectoral directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","30","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0142","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '31 – Contract award notice – defence directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","31","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0143","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '32 – Concession award notice – concession directive, standard regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","32","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0145","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type 'T02 – Information notice for award of public service contract' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","T02","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0146","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '33 – Contract award notice – general directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","33","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0147","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '34 – Contract award notice – sectoral directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","34","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0148","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '35 – Concession award notice – concessions directive, light regime' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","35","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0149","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '36 – Design contest result notice – general directive, design' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","36","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0150","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '37 – Design contest result notice – sectoral directive, design' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","37","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0151","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '38 – Contract modification notice – general directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","38","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0152","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '39 – Contract modification notice – sectoral directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","39","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
"BR-BT-00001-0153","mandatory","BT-01(f)-Procedure","'Legal basis' (BT-01(f)-Procedure) is mandatory in notice type '40 – Contract modification notice – concessions directive' except when: 'Legal basis' (BT-01(e)-Procedure) is not filled in","40","NULL","NULL","NULL","NULL","NULL","NULL","ND-LocalLegalBasisNoID","all","ERROR","4"
